Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Fitness_Critical adapted distance,Fitness_Velocity at critical distance
0,0.430707,0.680675,1.809561,-0.624198,-1.390537
1,0.430707,0.680675,1.809561,-0.624198,-1.390537
2,0.430707,0.680675,1.809561,-0.624198,-1.390537
3,0.430707,0.680675,1.809561,-0.624198,-1.390537
4,0.348882,0.923076,3.534723,-0.996226,-1.175625
5,0.310572,0.969888,4.444768,-0.986921,-1.081497
6,0.348882,0.923076,3.534723,-0.996226,-1.175625
7,0.420100,0.698332,1.253229,-0.975353,-2.360497
8,0.434152,0.664331,1.303104,-0.987123,-1.398671
9,0.430707,0.672274,0.503661,-0.830711,-2.405292
10,0.399797,0.680675,1.254957,-0.978149,-2.348274
11,0.349289,0.968711,4.012125,-0.986606,-1.178055
12,0.310572,0.969888,4.574730,-0.986990,-1.081497
13,0.471058,0.713224,1.389386,-0.910775,-1.502640
14,0.310572,0.951823,4.444768,-0.986958,-1.081497
15,0.430707,0.680675,1.809561,-0.624198,-1.390537
16,0.310572,0.969888,4.444768,-0.986921,-1.081497
17,0.247843,0.681847,1.542333,-0.670024,-0.915597
18,0.420100,0.698332,1.253229,-0.975353,-2.360497
19,0.430707,0.672274,0.503661,-0.830711,-2.405292
20,0.399797,0.680675,1.254957,-0.978149,-2.348274
21,0.401836,0.680675,1.254957,-0.968677,-2.360709
22,0.471058,0.713224,1.175135,-0.988373,-1.502640
23,0.348882,0.923076,3.520166,-0.996532,-1.175625
24,0.429508,0.672274,0.676272,-0.945868,-2.312100
25,0.434152,0.664331,1.303104,-0.987123,-1.398671
26,0.348882,0.923076,3.534723,-0.996226,-1.175625
27,0.471058,0.713224,1.389386,-0.910775,-1.502640
28,0.348882,1.089711,3.524159,-0.657799,-1.795204
29,0.349289,0.968711,4.012125,-0.986606,-1.178055
30,0.348882,0.855201,3.534723,-0.987244,-1.175625
31,0.311772,0.969888,4.444768,-0.989789,-1.082676
32,0.308533,0.969888,4.444768,-0.988011,-1.078895
33,0.471058,0.713224,1.458463,-0.812071,-1.502640
34,0.420100,0.698332,1.253229,-0.975353,-2.360497
35,0.399797,0.680675,1.254957,-0.978149,-2.348274
36,0.401836,0.680675,1.254957,-0.968677,-2.360709
37,0.471058,0.713224,1.175135,-0.988373,-1.502640
38,0.348882,0.923076,3.520166,-0.996532,-1.175625
